-8.226540125766345E-01 -7.848212855399754E-01 2.034517764700567E-01 5.125509641413838E-01 1.724630911055605E+00 1.645317506514381E+00 -4.265210127772262E-01 -1.074523703447247E+00 -4.036002962886707E-01 -3.850392735403846E-01 9.981498419558504E-02 2.514613893908839E-01 -3.697997891598430E+00 -3.527932052647754E+00 9.145573095446831E-01 2.304021320937776E+00 -8.978463832370631E-02 -8.565556624497576E-02 2.220477124941755E-02 5.593992399522175E-02 1.882265937122467E-01 1.795703114452321E-01 -4.655059634331623E-02 -1.172737513089969E-01 -4.404902434757567E-02 -4.202327027733983E-02 1.089382914114468E-02 2.744455087275700E-02 -4.036002962886713E-01 -3.850392735403840E-01 9.981498419558489E-02 2.514613893908843E-01 3.836601806661212E-01 3.660161764212328E-01 -9.488356480857002E-02 -2.390377880576610E-01 -8.043140819863593E-01 -7.673247831434309E-01 1.989161012021000E-01 5.011243510542007E-01 1.882265937122464E-01 1.795703114452320E-01 -4.655059634331624E-02 -1.172737513089968E-01 1.724630911055603E+00 1.645317506514379E+00 -4.265210127772259E-01 -1.074523703447246E+00 -1.830070336021511E-01 -1.745907917286406E-01 4.525973923868071E-02 1.140217273403247E-01 3.836601806661215E-01 3.660161764212329E-01 -9.488356480857005E-02 -2.390377880576613E-01 -8.978463832370653E-02 -8.565556624497569E-02 2.220477124941760E-02 5.593992399522172E-02 -8.226540125766346E-01 -7.848212855399754E-01 2.034517764700567E-01 5.125509641413837E-01 
3.338012441795046E-01 2.470682655025081E-01 -2.470682655025080E-01 -3.338012441795046E-01 -6.997886536257126E-01 -5.179596298229017E-01 5.179596298229013E-01 6.997886536257125E-01 1.637654214198887E-01 1.212135644339924E-01 -1.212135644339923E-01 -1.637654214198886E-01 1.500504803134052E+00 1.110622340548109E+00 -1.110622340548109E+00 -1.500504803134051E+00 3.643114057973192E-02 2.696508437359826E-02 -2.696508437359824E-02 -3.643114057973191E-02 -7.637508625531088E-02 -5.653022694713707E-02 5.653022694713703E-02 7.637508625531086E-02 1.787339380508323E-02 1.322927485462113E-02 -1.322927485462113E-02 -1.787339380508323E-02 1.637654214198888E-01 1.212135644339924E-01 -1.212135644339923E-01 -1.637654214198888E-01 -1.556744921809456E-01 -1.152249353074508E-01 1.152249353074507E-01 1.556744921809456E-01 3.263596082601399E-01 2.415602210863827E-01 -2.415602210863826E-01 -3.263596082601398E-01 -7.637508625531073E-02 -5.653022694713701E-02 5.653022694713698E-02 7.637508625531071E-02 -6.997886536257122E-01 -5.179596298229013E-01 5.179596298229010E-01 6.997886536257122E-01 7.425719023561900E-02 5.496263274183033E-02 -5.496263274183030E-02 -7.425719023561900E-02 -1.556744921809456E-01 -1.152249353074507E-01 1.152249353074507E-01 1.556744921809456E-01 3.643114057973203E-02 2.696508437359834E-02 -2.696508437359832E-02 -3.643114057973203E-02 3.338012441795045E-01 2.470682655025080E-01 -2.470682655025079E-01 -3.338012441795045E-01 
-5.125509641413838E-01 -2.034517764700569E-01 7.848212855399750E-01 8.226540125766345E-01 1.074523703447247E+00 4.265210127772264E-01 -1.645317506514380E+00 -1.724630911055604E+00 -2.514613893908840E-01 -9.981498419558510E-02 3.850392735403844E-01 4.036002962886706E-01 -2.304021320937776E+00 -9.145573095446836E-01 3.527932052647753E+00 3.697997891598429E+00 -5.593992399522177E-02 -2.220477124941756E-02 8.565556624497571E-02 8.978463832370630E-02 1.172737513089969E-01 4.655059634331626E-02 -1.795703114452320E-01 -1.882265937122467E-01 -2.744455087275700E-02 -1.089382914114468E-02 4.202327027733981E-02 4.404902434757566E-02 -2.514613893908844E-01 -9.981498419558495E-02 3.850392735403838E-01 4.036002962886712E-01 2.390377880576610E-01 9.488356480857006E-02 -3.660161764212326E-01 -3.836601806661212E-01 -5.011243510542008E-01 -1.989161012021002E-01 7.673247831434304E-01 8.043140819863591E-01 1.172737513089968E-01 4.655059634331627E-02 -1.795703114452319E-01 -1.882265937122463E-01 1.074523703447246E+00 4.265210127772261E-01 -1.645317506514379E+00 -1.724630911055603E+00 -1.140217273403247E-01 -4.525973923868074E-02 1.745907917286404E-01 1.830070336021511E-01 2.390377880576613E-01 9.488356480857010E-02 -3.660161764212327E-01 -3.836601806661214E-01 -5.593992399522173E-02 -2.220477124941761E-02 8.565556624497565E-02 8.978463832370652E-02 -5.125509641413837E-01 -2.034517764700568E-01 7.848212855399750E-01 8.226540125766345E-01 
2.954101499495919E-01 2.818246432893903E-01 -7.305831962854678E-02 -1.840539945822111E-01 3.224112818376995E-02 3.075840302436785E-02 -7.973600935637369E-03 -2.008769310422330E-02 -1.377700828873165E-01 -1.314342261844862E-01 3.407212227660578E-02 8.583704416947012E-02 6.571673438863249E-02 6.269451212282408E-02 -1.625250245033315E-02 -4.094452230971039E-02 -1.895220794653656E+00 -1.808062195896256E+00 4.687098483450958E-01 1.180808980093609E+00 -2.068448108076230E-01 -1.973323023331016E-01 5.115509505705288E-02 1.288737495791561E-01 8.838718846111219E-01 8.432238318031922E-01 -2.185916586401115E-01 -5.506924900493213E-01 -4.216094863068174E-01 -4.022202456690029E-01 1.042688635251256E-01 2.626819360193448E-01 -1.895220794653655E+00 -1.808062195896255E+00 4.687098483450955E-01 1.180808980093608E+00 -2.068448108076229E-01 -1.973323023331015E-01 5.115509505705286E-02 1.288737495791561E-01 8.838718846111214E-01 8.432238318031918E-01 -2.185916586401114E-01 -5.506924900493210E-01 -4.216094863068172E-01 -4.022202456690027E-01 1.042688635251255E-01 2.626819360193447E-01 2.954101499495918E-01 2.818246432893903E-01 -7.305831962854677E-02 -1.840539945822111E-01 3.224112818376994E-02 3.075840302436784E-02 -7.973600935637369E-03 -2.008769310422330E-02 -1.377700828873164E-01 -1.314342261844862E-01 3.407212227660578E-02 8.583704416947011E-02 6.571673438863247E-02 6.269451212282406E-02 -1.625250245033314E-02 -4.094452230971039E-02 
-1.198660361329507E-01 -8.872074072948428E-02 8.872074072948423E-02 1.198660361329507E-01 -1.308220532199830E-02 -9.683000990001307E-03 9.683000990001302E-03 1.308220532199830E-02 5.590178176419663E-02 4.137658711527301E-02 -4.137658711527298E-02 -5.590178176419662E-02 -2.666531417458575E-02 -1.973675364328931E-02 1.973675364328930E-02 2.666531417458574E-02 7.690074436868160E-01 5.691930110603378E-01 -5.691930110603375E-01 -7.690074436868158E-01 8.392964009669479E-02 6.212184934753866E-02 -6.212184934753863E-02 -8.392964009669478E-02 -3.586410936651107E-01 -2.654538726108259E-01 2.654538726108258E-01 3.586410936651106E-01 1.710728555815405E-01 1.266222772985321E-01 -1.266222772985321E-01 -1.710728555815405E-01 7.690074436868155E-01 5.691930110603375E-01 -5.691930110603372E-01 -7.690074436868154E-01 8.392964009669475E-02 6.212184934753864E-02 -6.212184934753861E-02 -8.392964009669472E-02 -3.586410936651104E-01 -2.654538726108258E-01 2.654538726108256E-01 3.586410936651104E-01 1.710728555815404E-01 1.266222772985321E-01 -1.266222772985320E-01 -1.710728555815404E-01 -1.198660361329507E-01 -8.872074072948426E-02 8.872074072948422E-02 1.198660361329507E-01 -1.308220532199830E-02 -9.683000990001306E-03 9.683000990001300E-03 1.308220532199829E-02 5.590178176419662E-02 4.137658711527301E-02 -4.137658711527298E-02 -5.590178176419661E-02 -2.666531417458574E-02 -1.973675364328931E-02 1.973675364328930E-02 2.666531417458574E-02 
1.840539945822111E-01 7.305831962854681E-02 -2.818246432893902E-01 -2.954101499495919E-01 2.008769310422331E-02 7.973600935637374E-03 -3.075840302436783E-02 -3.224112818376994E-02 -8.583704416947013E-02 -3.407212227660580E-02 1.314342261844862E-01 1.377700828873164E-01 4.094452230971040E-02 1.625250245033315E-02 -6.269451212282404E-02 -6.571673438863247E-02 -1.180808980093609E+00 -4.687098483450960E-01 1.808062195896255E+00 1.895220794653655E+00 -1.288737495791562E-01 -5.115509505705291E-02 1.973323023331015E-01 2.068448108076230E-01 5.506924900493214E-01 2.185916586401116E-01 -8.432238318031918E-01 -8.838718846111218E-01 -2.626819360193449E-01 -1.042688635251256E-01 4.022202456690027E-01 4.216094863068173E-01 -1.180808980093608E+00 -4.687098483450958E-01 1.808062195896254E+00 1.895220794653655E+00 -1.288737495791561E-01 -5.115509505705289E-02 1.973323023331014E-01 2.068448108076229E-01 5.506924900493211E-01 2.185916586401115E-01 -8.432238318031913E-01 -8.838718846111212E-01 -2.626819360193447E-01 -1.042688635251256E-01 4.022202456690025E-01 4.216094863068172E-01 1.840539945822111E-01 7.305831962854681E-02 -2.818246432893902E-01 -2.954101499495918E-01 2.008769310422330E-02 7.973600935637372E-03 -3.075840302436783E-02 -3.224112818376994E-02 -8.583704416947012E-02 -3.407212227660579E-02 1.314342261844861E-01 1.377700828873164E-01 4.094452230971039E-02 1.625250245033315E-02 -6.269451212282404E-02 -6.571673438863246E-02 
-2.359848741166258E-02 -2.251322541928848E-02 5.836176706743731E-03 1.470293378530041E-02 1.513974522290014E-01 1.444348915453363E-01 -3.744232707569943E-02 -9.432751669863761E-02 1.513974522290013E-01 1.444348915453362E-01 -3.744232707569941E-02 -9.432751669863756E-02 -2.359848741166258E-02 -2.251322541928847E-02 5.836176706743730E-03 1.470293378530041E-02 1.513974522290014E-01 1.444348915453362E-01 -3.744232707569937E-02 -9.432751669863765E-02 -9.712990558074874E-01 -9.266303475929190E-01 2.402134012192804E-01 6.051636045200315E-01 -9.712990558074869E-01 -9.266303475929184E-01 2.402134012192803E-01 6.051636045200310E-01 1.513974522290014E-01 1.444348915453362E-01 -3.744232707569936E-02 -9.432751669863763E-02 1.513974522290013E-01 1.444348915453361E-01 -3.744232707569935E-02 -9.432751669863759E-02 -9.712990558074869E-01 -9.266303475929185E-01 2.402134012192803E-01 6.051636045200310E-01 -9.712990558074863E-01 -9.266303475929180E-01 2.402134012192802E-01 6.051636045200307E-01 1.513974522290013E-01 1.444348915453361E-01 -3.744232707569933E-02 -9.432751669863759E-02 -2.359848741166258E-02 -2.251322541928847E-02 5.836176706743730E-03 1.470293378530041E-02 1.513974522290014E-01 1.444348915453363E-01 -3.744232707569942E-02 -9.432751669863759E-02 1.513974522290013E-01 1.444348915453362E-01 -3.744232707569940E-02 -9.432751669863754E-02 -2.359848741166258E-02 -2.251322541928847E-02 5.836176706743728E-03 1.470293378530041E-02 
9.575355299240754E-03 7.087350531508053E-03 -7.087350531508049E-03 -9.575355299240754E-03 -6.143124223190976E-02 -4.546930465525893E-02 4.546930465525891E-02 6.143124223190975E-02 -6.143124223190972E-02 -4.546930465525891E-02 4.546930465525888E-02 6.143124223190971E-02 9.575355299240754E-03 7.087350531508052E-03 -7.087350531508048E-03 -9.575355299240753E-03 -6.143124223190976E-02 -4.546930465525889E-02 4.546930465525887E-02 6.143124223190975E-02 3.941156650818797E-01 2.917109372030499E-01 -2.917109372030497E-01 -3.941156650818796E-01 3.941156650818795E-01 2.917109372030497E-01 -2.917109372030496E-01 -3.941156650818794E-01 -6.143124223190975E-02 -4.546930465525888E-02 4.546930465525886E-02 6.143124223190974E-02 -6.143124223190972E-02 -4.546930465525887E-02 4.546930465525884E-02 6.143124223190971E-02 3.941156650818795E-01 2.917109372030497E-01 -2.917109372030496E-01 -3.941156650818794E-01 3.941156650818793E-01 2.917109372030496E-01 -2.917109372030494E-01 -3.941156650818792E-01 -6.143124223190971E-02 -4.546930465525886E-02 4.546930465525884E-02 6.143124223190971E-02 9.575355299240753E-03 7.087350531508052E-03 -7.087350531508048E-03 -9.575355299240753E-03 -6.143124223190975E-02 -4.546930465525893E-02 4.546930465525890E-02 6.143124223190974E-02 -6.143124223190971E-02 -4.546930465525890E-02 4.546930465525888E-02 6.143124223190970E-02 9.575355299240753E-03 7.087350531508050E-03 -7.087350531508047E-03 -9.575355299240751E-03 
-1.470293378530041E-02 -5.836176706743733E-03 2.251322541928846E-02 2.359848741166258E-02 9.432751669863762E-02 3.744232707569945E-02 -1.444348915453362E-01 -1.513974522290014E-01 9.432751669863758E-02 3.744232707569943E-02 -1.444348915453361E-01 -1.513974522290013E-01 -1.470293378530041E-02 -5.836176706743732E-03 2.251322541928846E-02 2.359848741166258E-02 9.432751669863766E-02 3.744232707569939E-02 -1.444348915453361E-01 -1.513974522290014E-01 -6.051636045200316E-01 -2.402134012192806E-01 9.266303475929184E-01 9.712990558074872E-01 -6.051636045200312E-01 -2.402134012192804E-01 9.266303475929180E-01 9.712990558074867E-01 9.432751669863765E-02 3.744232707569938E-02 -1.444348915453361E-01 -1.513974522290013E-01 9.432751669863761E-02 3.744232707569937E-02 -1.444348915453360E-01 -1.513974522290013E-01 -6.051636045200312E-01 -2.402134012192805E-01 9.266303475929180E-01 9.712990558074867E-01 -6.051636045200308E-01 -2.402134012192803E-01 9.266303475929174E-01 9.712990558074861E-01 9.432751669863759E-02 3.744232707569936E-02 -1.444348915453360E-01 -1.513974522290013E-01 -1.470293378530041E-02 -5.836176706743732E-03 2.251322541928846E-02 2.359848741166258E-02 9.432751669863761E-02 3.744232707569944E-02 -1.444348915453362E-01 -1.513974522290013E-01 9.432751669863756E-02 3.744232707569942E-02 -1.444348915453361E-01 -1.513974522290013E-01 -1.470293378530041E-02 -5.836176706743731E-03 2.251322541928846E-02 2.359848741166257E-02 
6.571673438863249E-02 6.269451212282408E-02 -1.625250245033315E-02 -4.094452230971040E-02 -1.377700828873165E-01 -1.314342261844863E-01 3.407212227660580E-02 8.583704416947016E-02 3.224112818376993E-02 3.075840302436783E-02 -7.973600935637365E-03 -2.008769310422329E-02 2.954101499495919E-01 2.818246432893903E-01 -7.305831962854677E-02 -1.840539945822111E-01 -4.216094863068174E-01 -4.022202456690031E-01 1.042688635251256E-01 2.626819360193449E-01 8.838718846111224E-01 8.432238318031927E-01 -2.185916586401116E-01 -5.506924900493215E-01 -2.068448108076229E-01 -1.973323023331015E-01 5.115509505705286E-02 1.288737495791561E-01 -1.895220794653655E+00 -1.808062195896255E+00 4.687098483450957E-01 1.180808980093609E+00 -4.216094863068172E-01 -4.022202456690028E-01 1.042688635251255E-01 2.626819360193447E-01 8.838718846111219E-01 8.432238318031924E-01 -2.185916586401115E-01 -5.506924900493213E-01 -2.068448108076228E-01 -1.973323023331014E-01 5.115509505705283E-02 1.288737495791560E-01 -1.895220794653655E+00 -1.808062195896254E+00 4.687098483450954E-01 1.180808980093608E+00 6.571673438863247E-02 6.269451212282408E-02 -1.625250245033315E-02 -4.094452230971039E-02 -1.377700828873165E-01 -1.314342261844863E-01 3.407212227660579E-02 8.583704416947015E-02 3.224112818376993E-02 3.075840302436783E-02 -7.973600935637364E-03 -2.008769310422329E-02 2.954101499495918E-01 2.818246432893902E-01 -7.305831962854675E-02 -1.840539945822111E-01 
-2.666531417458575E-02 -1.973675364328932E-02 1.973675364328931E-02 2.666531417458575E-02 5.590178176419666E-02 4.137658711527303E-02 -4.137658711527301E-02 -5.590178176419665E-02 -1.308220532199829E-02 -9.683000990001302E-03 9.683000990001297E-03 1.308220532199829E-02 -1.198660361329507E-01 -8.872074072948426E-02 8.872074072948422E-02 1.198660361329507E-01 1.710728555815406E-01 1.266222772985321E-01 -1.266222772985321E-01 -1.710728555815405E-01 -3.586410936651109E-01 -2.654538726108260E-01 2.654538726108259E-01 3.586410936651108E-01 8.392964009669475E-02 6.212184934753863E-02 -6.212184934753861E-02 -8.392964009669472E-02 7.690074436868158E-01 5.691930110603377E-01 -5.691930110603374E-01 -7.690074436868156E-01 1.710728555815405E-01 1.266222772985321E-01 -1.266222772985320E-01 -1.710728555815404E-01 -3.586410936651107E-01 -2.654538726108259E-01 2.654538726108258E-01 3.586410936651106E-01 8.392964009669469E-02 6.212184934753861E-02 -6.212184934753857E-02 -8.392964009669468E-02 7.690074436868154E-01 5.691930110603374E-01 -5.691930110603370E-01 -7.690074436868154E-01 -2.666531417458574E-02 -1.973675364328931E-02 1.973675364328930E-02 2.666531417458574E-02 5.590178176419665E-02 4.137658711527303E-02 -4.137658711527301E-02 -5.590178176419664E-02 -1.308220532199829E-02 -9.683000990001300E-03 9.683000990001295E-03 1.308220532199829E-02 -1.198660361329507E-01 -8.872074072948424E-02 8.872074072948420E-02 1.198660361329507E-01 
4.094452230971040E-02 1.625250245033316E-02 -6.269451212282405E-02 -6.571673438863249E-02 -8.583704416947018E-02 -3.407212227660582E-02 1.314342261844862E-01 1.377700828873165E-01 2.008769310422330E-02 7.973600935637369E-03 -3.075840302436782E-02 -3.224112818376993E-02 1.840539945822111E-01 7.305831962854681E-02 -2.818246432893902E-01 -2.954101499495918E-01 -2.626819360193449E-01 -1.042688635251256E-01 4.022202456690028E-01 4.216094863068174E-01 5.506924900493216E-01 2.185916586401118E-01 -8.432238318031922E-01 -8.838718846111222E-01 -1.288737495791561E-01 -5.115509505705288E-02 1.973323023331014E-01 2.068448108076229E-01 -1.180808980093609E+00 -4.687098483450959E-01 1.808062195896254E+00 1.895220794653655E+00 -2.626819360193448E-01 -1.042688635251256E-01 4.022202456690026E-01 4.216094863068172E-01 5.506924900493214E-01 2.185916586401117E-01 -8.432238318031918E-01 -8.838718846111218E-01 -1.288737495791560E-01 -5.115509505705286E-02 1.973323023331013E-01 2.068448108076228E-01 -1.180808980093608E+00 -4.687098483450957E-01 1.808062195896253E+00 1.895220794653655E+00 4.094452230971039E-02 1.625250245033315E-02 -6.269451212282404E-02 -6.571673438863247E-02 -8.583704416947016E-02 -3.407212227660581E-02 1.314342261844862E-01 1.377700828873165E-01 2.008769310422329E-02 7.973600935637369E-03 -3.075840302436781E-02 -3.224112818376992E-02 1.840539945822111E-01 7.305831962854679E-02 -2.818246432893901E-01 -2.954101499495918E-01 
-8.226540125766347E-01 -7.848212855399757E-01 2.034517764700567E-01 5.125509641413838E-01 -8.978463832370660E-02 -8.565556624497576E-02 2.220477124941762E-02 5.593992399522175E-02 3.836601806661213E-01 3.660161764212328E-01 -9.488356480857002E-02 -2.390377880576612E-01 -1.830070336021511E-01 -1.745907917286406E-01 4.525973923868071E-02 1.140217273403247E-01 1.724630911055604E+00 1.645317506514381E+00 -4.265210127772262E-01 -1.074523703447246E+00 1.882265937122466E-01 1.795703114452322E-01 -4.655059634331629E-02 -1.172737513089969E-01 -8.043140819863593E-01 -7.673247831434307E-01 1.989161012021000E-01 5.011243510542007E-01 3.836601806661214E-01 3.660161764212329E-01 -9.488356480857005E-02 -2.390377880576611E-01 -4.036002962886711E-01 -3.850392735403839E-01 9.981498419558485E-02 2.514613893908842E-01 -4.404902434757567E-02 -4.202327027733984E-02 1.089382914114468E-02 2.744455087275700E-02 1.882265937122465E-01 1.795703114452319E-01 -4.655059634331618E-02 -1.172737513089968E-01 -8.978463832370626E-02 -8.565556624497569E-02 2.220477124941753E-02 5.593992399522173E-02 -3.697997891598429E+00 -3.527932052647754E+00 9.145573095446831E-01 2.304021320937776E+00 -4.036002962886708E-01 -3.850392735403847E-01 9.981498419558509E-02 2.514613893908840E-01 1.724630911055603E+00 1.645317506514379E+00 -4.265210127772259E-01 -1.074523703447246E+00 -8.226540125766343E-01 -7.848212855399751E-01 2.034517764700567E-01 5.125509641413837E-01 
3.338012441795046E-01 2.470682655025081E-01 -2.470682655025079E-01 -3.338012441795046E-01 3.643114057973206E-02 2.696508437359836E-02 -2.696508437359834E-02 -3.643114057973205E-02 -1.556744921809456E-01 -1.152249353074507E-01 1.152249353074506E-01 1.556744921809456E-01 7.425719023561901E-02 5.496263274183033E-02 -5.496263274183030E-02 -7.425719023561900E-02 -6.997886536257126E-01 -5.179596298229018E-01 5.179596298229014E-01 6.997886536257125E-01 -7.637508625531081E-02 -5.653022694713707E-02 5.653022694713703E-02 7.637508625531080E-02 3.263596082601399E-01 2.415602210863827E-01 -2.415602210863826E-01 -3.263596082601398E-01 -1.556744921809457E-01 -1.152249353074508E-01 1.152249353074508E-01 1.556744921809457E-01 1.637654214198887E-01 1.212135644339923E-01 -1.212135644339922E-01 -1.637654214198887E-01 1.787339380508323E-02 1.322927485462114E-02 -1.322927485462113E-02 -1.787339380508323E-02 -7.637508625531080E-02 -5.653022694713701E-02 5.653022694713698E-02 7.637508625531078E-02 3.643114057973190E-02 2.696508437359824E-02 -2.696508437359822E-02 -3.643114057973190E-02 1.500504803134051E+00 1.110622340548109E+00 -1.110622340548109E+00 -1.500504803134051E+00 1.637654214198887E-01 1.212135644339924E-01 -1.212135644339924E-01 -1.637654214198887E-01 -6.997886536257122E-01 -5.179596298229012E-01 5.179596298229010E-01 6.997886536257121E-01 3.338012441795046E-01 2.470682655025080E-01 -2.470682655025079E-01 -3.338012441795045E-01 
-5.125509641413838E-01 -2.034517764700569E-01 7.848212855399752E-01 8.226540125766347E-01 -5.593992399522177E-02 -2.220477124941763E-02 8.565556624497571E-02 8.978463832370658E-02 2.390377880576612E-01 9.488356480857006E-02 -3.660161764212326E-01 -3.836601806661212E-01 -1.140217273403247E-01 -4.525973923868074E-02 1.745907917286404E-01 1.830070336021511E-01 1.074523703447247E+00 4.265210127772264E-01 -1.645317506514380E+00 -1.724630911055604E+00 1.172737513089969E-01 4.655059634331632E-02 -1.795703114452321E-01 -1.882265937122466E-01 -5.011243510542008E-01 -1.989161012021001E-01 7.673247831434304E-01 8.043140819863591E-01 2.390377880576611E-01 9.488356480857010E-02 -3.660161764212327E-01 -3.836601806661213E-01 -2.514613893908842E-01 -9.981498419558490E-02 3.850392735403837E-01 4.036002962886711E-01 -2.744455087275700E-02 -1.089382914114468E-02 4.202327027733981E-02 4.404902434757566E-02 1.172737513089968E-01 4.655059634331621E-02 -1.795703114452318E-01 -1.882265937122465E-01 -5.593992399522173E-02 -2.220477124941755E-02 8.565556624497565E-02 8.978463832370626E-02 -2.304021320937776E+00 -9.145573095446836E-01 3.527932052647753E+00 3.697997891598429E+00 -2.514613893908841E-01 -9.981498419558514E-02 3.850392735403845E-01 4.036002962886708E-01 1.074523703447246E+00 4.265210127772261E-01 -1.645317506514379E+00 -1.724630911055603E+00 -5.125509641413837E-01 -2.034517764700568E-01 7.848212855399747E-01 8.226540125766342E-01 
6.571673438863256E-02 6.269451212282405E-02 -1.625250245033312E-02 -4.094452230971048E-02 -4.216094863068174E-01 -4.022202456690031E-01 1.042688635251256E-01 2.626819360193448E-01 -4.216094863068172E-01 -4.022202456690028E-01 1.042688635251255E-01 2.626819360193446E-01 6.571673438863256E-02 6.269451212282404E-02 -1.625250245033311E-02 -4.094452230971047E-02 -1.377700828873165E-01 -1.314342261844864E-01 3.407212227660580E-02 8.583704416947013E-02 8.838718846111223E-01 8.432238318031928E-01 -2.185916586401117E-01 -5.506924900493214E-01 8.838718846111218E-01 8.432238318031923E-01 -2.185916586401116E-01 -5.506924900493211E-01 -1.377700828873165E-01 -1.314342261844864E-01 3.407212227660579E-02 8.583704416947012E-02 3.224112818376993E-02 3.075840302436780E-02 -7.973600935637266E-03 -2.008769310422322E-02 -2.068448108076228E-01 -1.973323023331015E-01 5.115509505705280E-02 1.288737495791561E-01 -2.068448108076227E-01 -1.973323023331014E-01 5.115509505705277E-02 1.288737495791561E-01 3.224112818376993E-02 3.075840302436780E-02 -7.973600935637265E-03 -2.008769310422322E-02 2.954101499495919E-01 2.818246432893902E-01 -7.305831962854673E-02 -1.840539945822111E-01 -1.895220794653655E+00 -1.808062195896255E+00 4.687098483450958E-01 1.180808980093609E+00 -1.895220794653654E+00 -1.808062195896254E+00 4.687098483450955E-01 1.180808980093608E+00 2.954101499495919E-01 2.818246432893902E-01 -7.305831962854671E-02 -1.840539945822111E-01 
-2.666531417458577E-02 -1.973675364328929E-02 1.973675364328928E-02 2.666531417458577E-02 1.710728555815406E-01 1.266222772985322E-01 -1.266222772985321E-01 -1.710728555815405E-01 1.710728555815405E-01 1.266222772985321E-01 -1.266222772985320E-01 -1.710728555815404E-01 -2.666531417458577E-02 -1.973675364328929E-02 1.973675364328928E-02 2.666531417458576E-02 5.590178176419668E-02 4.137658711527306E-02 -4.137658711527303E-02 -5.590178176419667E-02 -3.586410936651109E-01 -2.654538726108261E-01 2.654538726108260E-01 3.586410936651109E-01 -3.586410936651107E-01 -2.654538726108260E-01 2.654538726108259E-01 3.586410936651107E-01 5.590178176419667E-02 4.137658711527305E-02 -4.137658711527303E-02 -5.590178176419665E-02 -1.308220532199829E-02 -9.683000990001276E-03 9.683000990001271E-03 1.308220532199829E-02 8.392964009669478E-02 6.212184934753858E-02 -6.212184934753855E-02 -8.392964009669476E-02 8.392964009669474E-02 6.212184934753855E-02 -6.212184934753850E-02 -8.392964009669471E-02 -1.308220532199829E-02 -9.683000990001274E-03 9.683000990001269E-03 1.308220532199829E-02 -1.198660361329507E-01 -8.872074072948424E-02 8.872074072948420E-02 1.198660361329507E-01 7.690074436868161E-01 5.691930110603378E-01 -5.691930110603375E-01 -7.690074436868160E-01 7.690074436868156E-01 5.691930110603375E-01 -5.691930110603373E-01 -7.690074436868155E-01 -1.198660361329507E-01 -8.872074072948423E-02 8.872074072948419E-02 1.198660361329507E-01 
4.094452230971048E-02 1.625250245033312E-02 -6.269451212282402E-02 -6.571673438863256E-02 -2.626819360193448E-01 -1.042688635251256E-01 4.022202456690028E-01 4.216094863068173E-01 -2.626819360193446E-01 -1.042688635251256E-01 4.022202456690026E-01 4.216094863068171E-01 4.094452230971048E-02 1.625250245033312E-02 -6.269451212282401E-02 -6.571673438863254E-02 -8.583704416947015E-02 -3.407212227660582E-02 1.314342261844863E-01 1.377700828873165E-01 5.506924900493215E-01 2.185916586401118E-01 -8.432238318031923E-01 -8.838718846111221E-01 5.506924900493212E-01 2.185916586401117E-01 -8.432238318031919E-01 -8.838718846111216E-01 -8.583704416947013E-02 -3.407212227660581E-02 1.314342261844863E-01 1.377700828873165E-01 2.008769310422323E-02 7.973600935637272E-03 -3.075840302436778E-02 -3.224112818376993E-02 -1.288737495791561E-01 -5.115509505705283E-02 1.973323023331014E-01 2.068448108076228E-01 -1.288737495791561E-01 -5.115509505705280E-02 1.973323023331013E-01 2.068448108076227E-01 2.008769310422322E-02 7.973600935637270E-03 -3.075840302436778E-02 -3.224112818376993E-02 1.840539945822111E-01 7.305831962854677E-02 -2.818246432893901E-01 -2.954101499495919E-01 -1.180808980093609E+00 -4.687098483450960E-01 1.808062195896254E+00 1.895220794653655E+00 -1.180808980093608E+00 -4.687098483450958E-01 1.808062195896253E+00 1.895220794653654E+00 1.840539945822111E-01 7.305831962854675E-02 -2.818246432893900E-01 -2.954101499495918E-01 
